sample_name,medical_term,matched_text,plain_language_explanation,occurrence_count_in_document,example_sentence
Hypothermia - Discharge Summary,dilantin,Dilantin,A medication used for controlling seizures.,1,His usual medications of Dilantin and Depakene were given.
Cholecystitis - Discharge Summary,dilated,dilated,Dilated means widened or enlarged.,1,"She was admitted through the emergency room with abdominal pain, elevated bilirubin, and gallstones on ultrasound with a dilated common bile duct."
Renal Disease - Discharge Summary,dilated cardiomyopathy,dilated cardiomyopathy,"The heart is enlarged and weak, struggling to pump blood effectively in dilated cardiomyopathy.",2,"and lisinopril 10 mg daily secondary to his hypertension, congestive heart failure with dilated cardiomyopathy and end-stage renal disease."
Pneumonia & COPD - Discharge Summary,diltiazem,diltiazem,A medicine used to control high blood pressure and irregular heart rhythms.,1,"The patient subsequently received diltiazem, also received p.o."
Lap Chole - Discharge Summary,diovan,Diovan,A medication that helps lower high blood pressure.,1,"daily, Diovan 80 mg p.o."
Anterior Cervical Discectomy & Fusion - Discharge Summary,discectomy,discectomy,A discectomy is a surgery to remove part of a damaged spinal disc to ease pressure on the nerves.,1,"Moderate stenosis C5-6.,OPERATION: , On 06/25/07, anterior cervical discectomy and fusions C4-5, C5-6, C6-7 using Bengal cages and Slimlock plate C4 to C7; intraoperative x-ray.,This is a 60-year-old white male who was in the office on 05/01/07 because of neck pain with left radiculopathy and ""tension headaches."" In the last year or so, he has had more and more difficulty and more recently has developed tingling and numbness into the fingers of the left hand greater than right."
Neck Pain - Discharge Summary,discectomy,discectomy,A discectomy is a surgery to remove part of a damaged spinal disc to ease pressure on the nerves.,1,"Anterior cervical discectomy with decompression C4-C5, C5-C6, and C6-C7.,2."
Discharge Summary - 6,discharge date,DISCHARGE DATE,The day someone leaves the hospital.,1,"DISCHARGE DATE: MM/DD/YYYY,HISTORY OF PRESENT ILLNESS: Mr."
Discharge Summary - ATV Accident,discoloration,discoloration,When something changes color and it's not the usual one.,1,"Additionally, he was told to call his pediatrician, if he develops any fevers, pain, loss of sensation, loss of pulse, or discoloration of his fingers, or paleness to his hand."
Discharge Summary - 18,discontinuation,discontinuation,Discontinuation means stopping a drug or treatment.,1,She dramatically improved with this discontinuation of her Prozac.
Back Pain - Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,2,"He had been transferred with diagnosis of a back pain secondary to intravertebral lumbar disk disease, secondary to degenerative changes."
CVA - Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,3,"Atherosclerotic cardiovascular disease.,4."
Cardiac Transfer Summary,disease,disease,A disease is when your body is not functioning how it should.,1,"Coronary artery disease.,2."
Cardio/Pulmo Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,5,"End-stage chronic obstructive pulmonary disease.,3."
Chest Pain & Respiratory Insufficiency,disease,disease,A disease is when your body is not functioning how it should.,1,"This demonstrated patent vein grafts and patent internal mammary vessel and so there was no obvious new disease.,She may continue in the future to have angina and she will have nitroglycerin available for that if needed.,Her blood pressure has been elevated and so instead of metoprolol, we have started her on Coreg 6.25 mg b.i.d."
Chronic Abscesses - Discharge Summary,disease,Disease,A disease is when your body is not functioning how it should.,2,Infectious Disease consult was obtained from Dr.
Death Summary,disease,disease,A disease is when your body is not functioning how it should.,4,"Chronic obstructive pulmonary disease exacerbation.,SECONDARY DIAGNOSES:,1."
Death Summary - 1,disease,disease,A disease is when your body is not functioning how it should.,3,These were all consistent with metastatic disease.
Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,2,"Recent evaluation and treatment, including cardiac catheterization, which did not show any coronary artery disease.,3."
Discharge Summary - 10,disease,disease,A disease is when your body is not functioning how it should.,2,"ADMITTING DIAGNOSES:, Hiatal hernia, gastroesophageal reflux disease reflux.,DISCHARGE DIAGNOSES:, Hiatal hernia, gastroesophageal reflux disease reflux.,SECONDARY DIAGNOSIS: , Postoperative ileus.,PROCEDURES DONE: , Hiatal hernia repair and Nissen fundoplication revision.,BRIEF HISTORY: , The patient is an 18-year-old male who has had a history of a Nissen fundoplication performed six years ago for gastric reflux."
Discharge Summary - 12,disease,disease,A disease is when your body is not functioning how it should.,2,"Degenerative joint disease.,6."
Discharge Summary - 15,disease,disease,A disease is when your body is not functioning how it should.,1,The free T4 is borderline high and probably bears repeating along with further studies for Graves disease as an outpatient.
Discharge Summary - 17,disease,Disease,A disease is when your body is not functioning how it should.,3,Infectious Disease was consulted.
Discharge Summary - 19,disease,disease,A disease is when your body is not functioning how it should.,3,"Gastroesophageal reflux disease.,3."
Discharge Summary - 2,disease,disease,A disease is when your body is not functioning how it should.,3,"Chronic obstructive pulmonary disease.,2."
Discharge Summary - 6,disease,disease,A disease is when your body is not functioning how it should.,2,"ABC underwent a left heart catheterization, which revealed two vessel coronary artery disease."
Discharge Summary - 7,disease,disease,A disease is when your body is not functioning how it should.,2,Infectious disease consultation was obtained.
Discharge Summary - 9,disease,disease,A disease is when your body is not functioning how it should.,4,"History of coronary artery disease, status post angioplasty and stent.,7."
Discharge Summary - COPD,disease,disease,A disease is when your body is not functioning how it should.,5,"Chronic obstructive pulmonary disease exacerbation improving, on steroids and bronchodilators.,2."
Discharge Summary - Hip Surgery,disease,disease,A disease is when your body is not functioning how it should.,1,"Gastroesophageal reflux disease.,5."
Discharge Summary - Lymphoma,disease,disease,A disease is when your body is not functioning how it should.,2,"During cycle three, repeat MRI showed interval worsening of disease, and Rituxan was added to her regimen."
Discharge Summary - Nephrology,disease,disease,A disease is when your body is not functioning how it should.,2,"Chronic obstructive pulmonary disease.,2."
Discharge Summary - Peripheral vascular disease,disease,disease,A disease is when your body is not functioning how it should.,4,"Peripheral vascular disease, bilateral carotid artery stenosis status post bilateral carotid endarterectomies.,2."
Discharge Summary - Respiratory Distress,disease,disease,A disease is when your body is not functioning how it should.,3,"Reactive airways disease.,DISCHARGE DIAGNOSES:,1."
ER Report - Chest Pain & Fever,disease,disease,A disease is when your body is not functioning how it should.,3,"She denies any rashes or skin lesions.,PAST MEDICAL HISTORY: ,Hypertension, diabetes, hyperlipidemia, particularly elevated triglycerides with a slightly elevated LDL at 81 with an new standard LDL of 74, diabetics with a bad family history for cardiovascular disease such as this patient does have, and postmenopausal hot flashes.,PAST SURGICAL HISTORY: ,Cholecystectomy, appendectomy, oophorectomy.,FAMILY HISTORY: , Positive for coronary artery disease in her father and brother in their 40s.,SOCIAL HISTORY: , She is married and does not smoke or drink nor did she ever.,PHYSICAL EXAMINATION: , On admission, temperature 99.4 degrees F., blood pressure 137/60, pulse 90 and regular without ectopy, respiratory rate 20 without unusual respiratory effort."
ESRD - Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,5,"ADMISSION DIAGNOSIS:, End-stage renal disease (ESRD).,DISCHARGE DIAGNOSIS: , End-stage renal disease (ESRD).,PROCEDURE:, Cadaveric renal transplant.,HISTORY OF PRESENT ILLNESS: , This is a 46-year-old gentleman with end-stage renal disease (ESRD) secondary to diabetes and hypertension, who had been on hemodialysis since 1993 and is also status post cadaveric kidney transplant in 1996 with chronic rejection.,PAST MEDICAL HISTORY: ,1."
Falls - Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,2,"Coronary artery disease.,6."
Kawasaki Disease - Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,2,"ADMITTING DIAGNOSIS: , Kawasaki disease.,DISCHARGE DIAGNOSIS:, Kawasaki disease, resolving.,HOSPITAL COURSE:, This is a 14-month-old baby boy Caucasian who came in with presumptive diagnosis of Kawasaki with fever for more than 5 days and conjunctivitis, mild arthritis with edema, rash, resolving and with elevated neutrophils and thrombocytosis, elevated CRP and ESR."
Knee Surgery - Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,4,"CHIEF COMPLAINT:, Decreased ability to perform daily living activities secondary to right knee surgery.,HISTORY OF PRESENT ILLNESS: , The patient is a 61-year-old white female status post right total knee replacement secondary to degenerative joint disease performed by Dr."
Multiple Medical Problems - Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,3,"Right hemicolectomy.,HOSPITAL COURSE: , The patient is a 59-year-old female with multiple medical problems including diabetes mellitus requiring insulin for 26 years, previous MI and coronary artery disease, history of seizure disorder, GERD, bipolar disorder, and anemia."
Neonatal Discharge Summary - 1,disease,DISEASE,A disease is when your body is not functioning how it should.,1,"The ultrasound was negative for intracranial hemorrhage.,INFECTIOUS DISEASE:, The patient had been on antibiotics during the stay at Madera."
Urology Discharge Summary,disease,disease,A disease is when your body is not functioning how it should.,1,"Chest x-ray calcified old granulomatous disease, otherwise normal."
Discharge Summary - Multiple Trauma,displacement,displacement,Moving to a different place.,1,"Cervical disk displacement with myelopathy.,11."
D&C - Discharge Summary,dissection,dissection,Dissection is cutting and separating tissues during surgery.,1,"Myomectomy.,COMPLICATIONS: , Large endometrial cavity fibroid requiring careful dissection and excision.,BLOOD TRANSFUSIONS: , Two units of packed red blood cells.,INFECTION: , None.,SIGNIFICANT LAB AND X-RAY: , Posttransfusion of the 2nd unit showed her hematocrit of 25, hemoglobin of 8.3.,HOSPITAL COURSE AND TREATMENT: , The patient was admitted to the surgical suite and taken to the operating room where a dilatation and curettage (D&C) was performed."
